source_idx,target_idx,weight
219,2516,0.7512906789779663
220,2019,0.7388309240341187
220,1720,0.7388309240341187
220,2799,0.7163068056106567
220,1880,0.6990496516227722
221,236,0.7565463781356812
221,2894,0.7472389936447144
221,3340,0.7210211753845215
221,2084,0.7197465896606445
221,3084,0.716281533241272
221,1208,0.7117033004760742
221,3051,0.708643913269043
221,2050,0.707226574420929
221,1061,0.7050352096557617
221,2846,0.701137900352478
222,3235,0.7993291616439819
222,1302,0.7990982532501221
222,1442,0.7975441217422485
222,2185,0.7961846590042114
222,1290,0.7918894290924072
222,1733,0.7786976099014282
222,1850,0.77604740858078
222,353,0.7742526531219482
222,2304,0.7740393877029419
222,1087,0.7708499431610107
222,412,0.770829975605011
223,521,0.7810868620872498
223,2438,0.7304449081420898
224,2821,0.6746966242790222
224,985,0.6440809965133667
225,1452,0.7396130561828613
225,549,0.73308265209198
225,2638,0.7294604778289795
225,2680,0.7154152393341064
225,1947,0.7106550931930542
227,2304,0.765588641166687
227,3118,0.7327625751495361
227,2195,0.7292548418045044
227,394,0.7242001891136169
228,1820,0.7581627368927002
228,2915,0.7532174587249756
228,2451,0.7517915964126587
228,914,0.7489672899246216
228,2558,0.7217843532562256
229,1874,0.7368663549423218
229,1691,0.7200493812561035
230,364,0.8256694674491882
230,982,0.8118224143981934
230,1925,0.7992256879806519
230,3014,0.7971466779708862
230,2735,0.7929046154022217
230,1543,0.7900892496109009
230,1361,0.7850590944290161
230,2344,0.7828934788703918
230,2487,0.782218337059021
230,1929,0.7812851667404175
230,3094,0.7792378067970276
231,642,0.7836130857467651
231,2142,0.7021626234054565
232,2747,0.7579598426818848
232,2769,0.7511869668960571
232,3304,0.7426023483276367
232,1766,0.7201926708221436
232,389,0.7201528549194336
232,2766,0.717299222946167
232,1510,0.7060157060623169
233,3156,0.7360397577285767
234,3006,0.8345534801483154
234,1760,0.8260750770568848
234,3299,0.81444251537323
234,2445,0.8103992938995361
234,757,0.8095240592956543
234,2393,0.809052050113678
234,1161,0.8054264783859253
234,2324,0.8034464120864868
234,3028,0.8017613887786865
234,1980,0.8002435564994812
234,2421,0.797537088394165
234,1314,0.7942248582839966
234,2206,0.7904627323150635
234,418,0.7871285676956177
235,776,0.7483136653900146
235,341,0.7153774499893188
235,3266,0.7144924998283386
235,3085,0.709954023361206
236,2834,0.7454528212547302
236,2084,0.687217116355896
237,2283,0.8271317481994629
237,2557,0.8210333585739136
237,251,0.820762038230896
237,320,0.8122061491012573
237,986,0.7784717082977295
238,851,0.6972464919090271
239,1213,0.7851698398590088
239,571,0.7736099362373352
239,2162,0.7647483348846436
239,2386,0.763482928276062
239,1215,0.7539095878601074
239,2816,0.7523341178894043
240,2412,0.8219327330589294
240,1361,0.8150479197502136
240,1007,0.8031941652297974
240,1944,0.794903576374054
240,1300,0.7934751510620117
240,310,0.7857621312141418
240,2485,0.7832134366035461
240,1133,0.7806089520454407
240,2234,0.779820442199707
240,756,0.7795684337615967
241,3221,0.8171747922897339
241,2153,0.7883928418159485
241,242,0.7713824510574341
241,3020,0.7637004852294922
241,510,0.7539202570915222
241,1077,0.7508577108383179
241,3290,0.7508577108383179
242,2918,0.9047113656997681
242,2508,0.8069673776626587
242,1594,0.8031491041183472
242,336,0.7820322513580322
242,2922,0.7682081460952759
242,1305,0.767412543296814
242,2499,0.766537070274353
242,2162,0.7647674083709717
242,1298,0.7636785507202148
242,1221,0.7609958648681641
243,1410,0.663042426109314
243,1246,0.6444734334945679
245,1605,0.8029971122741699
245,780,0.7690308094024658
245,2462,0.7521785497665405
245,2443,0.7508215308189392
245,2354,0.746930718421936
246,1443,0.689096212387085
247,1477,0.7277731895446777
247,2683,0.7137702107429504
248,813,0.7648861408233643
248,1961,0.7639797925949097
248,624,0.7635729312896729
248,3168,0.7599672079086304
248,1552,0.7560959458351135
248,2711,0.7541667222976685
248,647,0.7432535886764526
248,576,0.736197292804718
251,2283,0.856763482093811
251,551,0.8408130407333374
251,320,0.8257839679718018
251,432,0.8240580558776855
251,2557,0.8194659352302551
251,986,0.8133134841918945
251,1266,0.8101422786712646
